cellpath,celllabel,N,category,group
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Right 28 fr 2 Left Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Right 28 fr 2 Left Pleural collection system,317,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Right 36 fr 2 Left Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Right 36 fr 2 Left Pleural collection system,328,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 1 Right 36 fr 2 Mid Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 1 Right 36 fr 2 Mid Pleural collection system,163,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 1 and 2 Right Mid 24 fr Left Mid Pleural collection system,Output (mL)-Y Chest Tube 1 and 2 Right Mid 24 fr Left Mid Pleural collection system,115,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output (mL)-Y Chest Tube 3 and 4 3 Mid 32 Fr. 4 Mid 24 Fr. Pleural collection system,Output (mL)-Y Chest Tube 3 and 4 3 Mid 32 Fr. 4 Mid 24 Fr. Pleural collection system,113,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amount-Colostomy ,Output Amount-Colostomy ,226,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amount-Ileostomy,Output Amount-Ileostomy,196,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amount-Ileostomy  ,Output Amount-Ileostomy  ,151,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Blake Drain,Output Amt-Blake Drain,3471,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Blake Drain A,Output Amt-Blake Drain A,5509,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Blake Drain B,Output Amt-Blake Drain B,3308,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Blake Drain C,Output Amt-Blake Drain C,1782,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Blake Drain D,Output Amt-Blake Drain D,452,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Chest Tube,Output Amt-Chest Tube,7342,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Chest Tube A,Output Amt-Chest Tube A,4984,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Chest Tube B,Output Amt-Chest Tube B,2090,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Chest Tube C,Output Amt-Chest Tube C,1016,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Chest Tube D,Output Amt-Chest Tube D,182,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Hemovac Drain,Output Amt-Hemovac Drain,971,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Hemovac Drain A,Output Amt-Hemovac Drain A,440,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Hemovac Drain B,Output Amt-Hemovac Drain B,147,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Jackson Pratt Drain,Output Amt-Jackson Pratt Drain,2779,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Jackson Pratt Drain A,Output Amt-Jackson Pratt Drain A,2569,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Jackson Pratt Drain B,Output Amt-Jackson Pratt Drain B,2495,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Jackson Pratt Drain C,Output Amt-Jackson Pratt Drain C,693,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Jackson Pratt Drain D,Output Amt-Jackson Pratt Drain D,249,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Miscellaneous Drain,Output Amt-Miscellaneous Drain,246,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Nasogastric Tube,Output Amt-Nasogastric Tube,173,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Percutaneous All Purpose Drain Left;Mid;Lateral,Output Amt-Percutaneous All Purpose Drain Left;Mid;Lateral,230,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Pleural Drain,Output Amt-Pleural Drain,495,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Pleural Drain B,Output Amt-Pleural Drain B,104,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Urinary Catheter,Output Amt-Urinary Catheter,819,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Urinary Catheter ,Output Amt-Urinary Catheter ,696,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Wound Vac,Output Amt-Wound Vac,1284,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Amt-Wound Vac A,Output Amt-Wound Vac A,416,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Variance,Output Variance,569,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output variance,Output variance,135,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|output variance,output variance,172,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y -  b #2 Right Mid c #3 Left Mid,Output Y (ml)-Chest Tube Y -  b #2 Right Mid c #3 Left Mid,114,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Anterior b #2 Anterior,Output Y (ml)-Chest Tube Y - a #1 Anterior b #2 Anterior,204,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Anterior b #2 Left,Output Y (ml)-Chest Tube Y - a #1 Anterior b #2 Left,183,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Anterior b #2 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Anterior b #2 Left Lateral,104,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Anterior;Mid b #2 Anterior;Mid,Output Y (ml)-Chest Tube Y - a #1 Anterior;Mid b #2 Anterior;Mid,114,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Left b #1 Right,Output Y (ml)-Chest Tube Y - a #1 Left b #1 Right,107,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Left b #2 Mid c #3 Right,Output Y (ml)-Chest Tube Y - a #1 Left b #2 Mid c #3 Right,130,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Left b #2 Right,Output Y (ml)-Chest Tube Y - a #1 Left b #2 Right,602,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Left b #2 Right c #3,Output Y (ml)-Chest Tube Y - a #1 Left b #2 Right c #3,123,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Left Lower b #1 Mid,Output Y (ml)-Chest Tube Y - a #1 Left Lower b #1 Mid,179,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Left Mid b #1 Right Mid,Output Y (ml)-Chest Tube Y - a #1 Left Mid b #1 Right Mid,213,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Left Mid b #2 Right Mid c #3  ,Output Y (ml)-Chest Tube Y - a #1 Left Mid b #2 Right Mid c #3  ,146,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #1 Left,Output Y (ml)-Chest Tube Y - a #1 Mid b #1 Left,206,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #1 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Mid b #1 Left Lateral,343,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #1 Mid,Output Y (ml)-Chest Tube Y - a #1 Mid b #1 Mid,569,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Left,Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Left,1248,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Left Anterior,Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Left Anterior,201,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Left Lateral,448,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Mid,Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Mid,2182,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Right,Output Y (ml)-Chest Tube Y - a #1 Mid b #2 Right,225,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right,Output Y (ml)-Chest Tube Y - a #1 Right,105,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Anterior b #2 Left Anterior,Output Y (ml)-Chest Tube Y - a #1 Right Anterior b #2 Left Anterior,445,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Anterior b #2 Mid c #3 Left Anterior,Output Y (ml)-Chest Tube Y - a #1 Right Anterior b #2 Mid c #3 Left Anterior,130,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #1 Left,Output Y (ml)-Chest Tube Y - a #1 Right b #1 Left,815,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #1 Mid c #1 Left,Output Y (ml)-Chest Tube Y - a #1 Right b #1 Mid c #1 Left,175,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #2 Left,Output Y (ml)-Chest Tube Y - a #1 Right b #2 Left,2443,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #2 Mid,Output Y (ml)-Chest Tube Y - a #1 Right b #2 Mid,558,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #2 Mid c #3 Left,Output Y (ml)-Chest Tube Y - a #1 Right b #2 Mid c #3 Left,1357,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #2 Mid Left,Output Y (ml)-Chest Tube Y - a #1 Right b #2 Mid Left,188,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #2 Right Anterior,Output Y (ml)-Chest Tube Y - a #1 Right b #2 Right Anterior,239,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right b #4 Left,Output Y (ml)-Chest Tube Y - a #1 Right b #4 Left,188,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral,Output Y (ml)-Chest Tube Y - a #1 Right Lateral,256,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #1 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #1 Left Lateral,713,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #2 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #2 Left Lateral,751,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #2 Mid,Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #2 Mid,282,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #2 Mid c #3 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #2 Mid c #3 Left Lateral,341,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #4 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #4 Left Lateral,1108,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #4 Left Lateral;Mid,Output Y (ml)-Chest Tube Y - a #1 Right Lateral b #4 Left Lateral;Mid,106,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Lateral;Anterior b #4 Left Anterior;Lateral,Output Y (ml)-Chest Tube Y - a #1 Right Lateral;Anterior b #4 Left Anterior;Lateral,101,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Mid  c #2 Left Mid,Output Y (ml)-Chest Tube Y - a #1 Right Mid  c #2 Left Mid,109,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Mid b #1 Left Mid,Output Y (ml)-Chest Tube Y - a #1 Right Mid b #1 Left Mid,402,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Mid b #2 Left Lateral,Output Y (ml)-Chest Tube Y - a #1 Right Mid b #2 Left Lateral,116,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Mid b #2 Left Mid,Output Y (ml)-Chest Tube Y - a #1 Right Mid b #2 Left Mid,1153,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #1 Right Mid;Anterior b #2 Left Mid;Anterior,Output Y (ml)-Chest Tube Y - a #1 Right Mid;Anterior b #2 Left Mid;Anterior,108,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Mid b #1 Mid,Output Y (ml)-Chest Tube Y - a #2 Mid b #1 Mid,112,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Mid b #2 Mid,Output Y (ml)-Chest Tube Y - a #2 Mid b #2 Mid,181,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Mid b #2 Mid c #2 Mid,Output Y (ml)-Chest Tube Y - a #2 Mid b #2 Mid c #2 Mid,116,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Mid b #3 Mid,Output Y (ml)-Chest Tube Y - a #2 Mid b #3 Mid,330,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Mid;Anterior b #3 Mid;Anterior,Output Y (ml)-Chest Tube Y - a #2 Mid;Anterior b #3 Mid;Anterior,216,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Right Anterior b #3 Left Anterior,Output Y (ml)-Chest Tube Y - a #2 Right Anterior b #3 Left Anterior,140,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Right b #2 Left,Output Y (ml)-Chest Tube Y - a #2 Right b #2 Left,109,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Right Mid b #2 Left Mid,Output Y (ml)-Chest Tube Y - a #2 Right Mid b #2 Left Mid,467,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Right Mid b #3 Left Mid,Output Y (ml)-Chest Tube Y - a #2 Right Mid b #3 Left Mid,440,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #2 Right Mid;Anterior b #3 Left Mid;Anterior,Output Y (ml)-Chest Tube Y - a #2 Right Mid;Anterior b #3 Left Mid;Anterior,179,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - a #3 Mid b #4 Mid,Output Y (ml)-Chest Tube Y - a #3 Mid b #4 Mid,856,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - b #2 Right Mid c #2 Left Mid,Output Y (ml)-Chest Tube Y - b #2 Right Mid c #2 Left Mid,102,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output Y (ml)-Chest Tube Y - Left Lateral Right Lateral,Output Y (ml)-Chest Tube Y - Left Lateral Right Lateral,104,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output, Gastric Drainage Amount","Output, Gastric Drainage Amount",381,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Output, Stool Amount","Output, Stool Amount",486,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Paracentesis,Paracentesis,163,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Paracentesis Output,Paracentesis Output,214,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R Chest Tube,R Chest Tube,132,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R CT,R CT,147,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R CT 7/5,R CT 7/5,104,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R JP,R JP,134,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R Nephrostomy,R Nephrostomy,232,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R pl chest tube,R pl chest tube,114,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R Pleural CT,R Pleural CT,115,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|R. Pleural CT (OR-7/3),R. Pleural CT (OR-7/3),135,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Rectal Tube,Rectal Tube,2524,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Right Chest Tube,Right Chest Tube,117,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Right chest tube,Right chest tube,111,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Right Nephrostomy,Right Nephrostomy,139,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|SN Blood Loss(ml),SN Blood Loss(ml),415,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|SN Total Blood Product Volume(ml),SN Total Blood Product Volume(ml),604,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|SN Urine Output(ml),SN Urine Output(ml),1233,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|SN Wound Drainage Volume(ml),SN Wound Drainage Volume(ml),279,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Stool,Stool,193826,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Stool Occurrence,Stool Occurrence,22629,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Stool Output (mL)-Ileostomy ileostomy,Stool Output (mL)-Ileostomy ileostomy,141,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Stool Volume,Stool Volume,625,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Cath,Straight Cath,857,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight cath,Straight cath,303,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|straight cath,straight cath,289,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Straight Catheter Output,Straight Catheter Output,138,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Suprapubic Urine Output,Suprapubic Urine Output,220,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system Ab","Surgical Drain, Tube Output: Bulb-closed system Ab",6533,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system Ba","Surgical Drain, Tube Output: Bulb-closed system Ba",319,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system Ch","Surgical Drain, Tube Output: Bulb-closed system Ch",617,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system Gr","Surgical Drain, Tube Output: Bulb-closed system Gr",274,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system He","Surgical Drain, Tube Output: Bulb-closed system He",631,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system Le","Surgical Drain, Tube Output: Bulb-closed system Le",116,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system Ne","Surgical Drain, Tube Output: Bulb-closed system Ne",565,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Bulb-closed system Th","Surgical Drain, Tube Output: Bulb-closed system Th",134,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Closed system Abdomen","Surgical Drain, Tube Output: Closed system Abdomen",115,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Drainage bag-closed s","Surgical Drain, Tube Output: Drainage bag-closed s",724,,
"flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Surgical Drain, Tube Output: Vacuum-closed system ","Surgical Drain, Tube Output: Vacuum-closed system ",865,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|T Tube,T Tube,931,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|T tube,T tube,177,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Texas Cath,Texas Cath,135,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Thoracentesis Output,Thoracentesis Output,238,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Total Out,Total Out,995,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|TOTAL OUT,TOTAL OUT,2008,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|total out,total out,159,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Total out,Total out,205,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|T-Tube,T-Tube,163,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|T-tube,T-tube,486,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Ultrafiltration,Ultrafiltration,335,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|unmeasured voids,unmeasured voids,170,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|URETERAL STENT,URETERAL STENT,320,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Condom External,Urinary Catheter Output: Condom External,379,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Condom Urethral,Urinary Catheter Output: Condom Urethral,198,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Coude Urethral,Urinary Catheter Output: Coude Urethral,389,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Coude Urethral 14 Fr.,Urinary Catheter Output: Coude Urethral 14 Fr.,619,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Coude Urethral 16 Fr.,Urinary Catheter Output: Coude Urethral 16 Fr.,781,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Coude Urethral 18 Fr.,Urinary Catheter Output: Coude Urethral 18 Fr.,595,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Indwelling/Continuous Ext,Urinary Catheter Output: Indwelling/Continuous Ext,1586,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Indwelling/Continuous Nep,Urinary Catheter Output: Indwelling/Continuous Nep,385,,
flowsheet|Flowsheet Cell Labels|I&O|Output (ml)|Urinary Catheter Output: Indwelling/Continuous Per,Urinary Catheter Output: Indwelling/Continuous Per,396,,
